year,Bankura-I,Bankura-Ii,Barjora,Chhatna,Gangajal Ghati,Hirbandh,Indpur,Indus,Jaypur,Khatra-I,Kotulpur,Mejhia,Onda,Patrasayer,Raipur-I,Ranibundh,Saltora,Sarenga,Simlapal,Sonamukhi,Taldangra,Vishnupur,Cooch Behar Ii,Cooch Behar-I,Dinhata-I,Dinhata-Ii,Haldibari,Matha Bhanga-Ii,Mathabhanga-I,Mekliganj,Sitai,Sitalkuchi,Tufanganj-I,Tufanganj-Ii,Alipurduar-I,Alipurduar-Ii,Falakata,Kalchini,Kumargram,Madarihat,Bolpur-Sriniketan,Dubrajpur,Illambazar,Khoyrasol,Labpur,Mayureswar-I,Mayureswar-Ii,Mohammad Bazar,Murarai-I,Murarai-Ii,Nalhati-I,Nalhati-Ii,Nanoor,Rajnagar,Rampurhat-I,Rampurhat-Ii,Sainthia,Suri-I,Suri-Ii,Bhagawanpur-I,Bhagawanpur-Ii,Chandipur,Contai-I,Contai-Iii,Deshapran,Egra-I,Egra-Ii,Haldia,Khejuri-I,Khejuri-Ii,Kolaghat,Mahishadal,Moyna,Nandakumar,Nandigram-I,Nandigram-Ii,Panskura-I,Patashpur-I,Patashpur-Ii,Ramnagar-I,Ramnagar-Ii,Shahid Matangini,Sutahata,Tamluk,Amdanga,Baduria,Bagda,Barasat-I,Barasat-Ii,Barrackpur-I,Basirhat-I,Basirhat-Ii,Bongaon,Gaighata,Habra-I,Habra-Ii,Haroa,Hasnabad,Hingalganj,Minakhan,Sandeshkhali-I,Sandeshkhali-Ii,Swarupnagar,Rajarhat,Barrackpur-Ii,Deganga,Chandrakona-I,Chandrakona-Ii,Dantan-I,Dantan-Ii,Daspur-I,Daspur-Ii,Debra,Garbeta-I,Garbeta-Ii,Garbeta-Iii,Ghatal,Keshiary,Keshpur,Kharagpur-I,Kharagpur-Ii,Midnapore,Mohanpur,Narayangarh,Pingla,Sabang,Salbani,Beldanga-I,Beldanga-Ii,Berhampore,Bhagabangola-Ii,Bhagawangola-I,Bharatpur-I,Bharatpur-Ii,Burwan,Domkal,Farakka,Hariharpara,Jalangi,Kandi,Khargram,Lalgola,Murshidabad-Jiagunj,Nabagram,Nawda,Raghunathganj-I,Raghunathganj-Ii,Raninagar-I,Raninagar-Ii,Sagardighi,Shamsherganj,Suti-I,Suti-Ii,Chopra,Goalpokhar Ii,Goalpokhar-I,Hemtabad,Islampur,Itahar,Kaliaganj,Karandighi,Raiganj,Bamongola,Chanchal-I,Chanchal-Ii,English Bazar,Gazole,Habibpur,Harishchandrapur-I,Harishchandrapur-Ii,Kaliachak-I,Kaliachak-Ii,Kaliachak-Iii,Manikchak,Old Malda,Ratua-I,Ratua-Ii,Ausgram-I,Ausgram-Ii,Bhatar,Burdwan-I,Burdwan-Ii,Galsi -I,Galsi-Ii,Jamal Pur,Kalna Ii,Kalna-I,Katwa-I,Katwa-Ii,Ketugram-Ii,Ketugram_I,Khandaghosh,Mangolkote,Manteswar,Memari-1,Memari-Ii,Purbasthali-I,Purbasthali-Ii,Raina-I,Raina-Ii,Baruipur,Basanti,Bhangar-I,Bhangar-Ii,Bishnupur-I,Bishnupur-Ii,Budge Budge-I,Budge Budge-Ii,Canning-I,Canning-Ii,Diamond Harbour-I,Diamond Harbour-Ii,Falta,Gosaba,Jaynagar-I,Jaynagar-Ii,Kak Dwip,Kulpi,Kultali,Magra Hat-I,Magra Hat-Ii,Mandirbazar,Mathurapur I,Mathurapur-Ii,Namkhana,Pathar Pratima,Sagar,Sonar Pur,Thakurpukur Mahestola,Kolkata,Arsha,Bagmundi,Balarampur,Barabazar,Bundwan,Hura,Jaipur,Jhalda-I,Jhalda-Ii,Kashipur,Manbazar-I,Manbazar-Ii,Neturia,Para,Puncha,Purulia-I,Purulia-Ii,Raghunath Pur-I,Raghunathpur-Ii,Santuri,Darjeeling-Pulbazar,Jore Bunglow-Sukiapokhri,Kharibari,Kurseong,Matigara,Mirik,Naxal Bari,Phansidewa,Rangli Rangliot,Siliguri,Balurghat,Bansihari,Gangarampur,Harirampur,Hili,Kumarganj,Kushmandi,Tapan,Chakdah,Chapra,Hanskhali,Haringhata,Kaliganj,Kalyani,Karimpur-1,Karimpur-Ii,Krishnaganj,Krishnagar-I,Krishnagar-Ii,Nabadwip,Nakashipara,Ranaghat-I,Ranaghat-Ii,Santipur,Tehatta-I,Tehatta-Ii,Asansol,Barabani,Faridpur - Durgapur,Jamuria,Kanksa,Ondal,Pandaveswar,Raniganj,Salanpur,Arambagh,Balagarh,Chanditala-I,Chanditala-Ii,Chinsurah-Magrah,Dhaniakhali,Goghat-I,Goghat-Ii,Haripal,Jangipara,Khanakul-I,Khanakul-Ii,Pandua,Polba-Dadpur,Pursurah,Singur,Sirampur-Uttarpara,Tarakeswar,Amta-I,Amta-Ii,Bagnan-I,Bagnan-Ii,Bally-Jagacha,Domjur,Jagatballavpur,Panchla,Sankrail-H,Shyampur-I,Shyampur-Ii,Udaynarayanpur,Uluberia-I,Uluberia-Ii,Dhupguri,Jalpaiguri,Mal,Matiali,Maynaguri,Nagrakata,Rajganj,Binpur-I,Binpur-Ii,Gopiballav Pur -Ii,Gopiballavpur-I,Jambani,Jhargram,Nayagram,Sankrail-J
0,34871.06342,34871.06342,34871.06342,34871.06342,34871.06342,18193.59831,30322.66385,24258.13108,30322.66385,18193.59831,30322.66385,18193.59831,47000.12896,34871.06342,24258.13108,18193.59831,30322.66385,18193.59831,24258.13108,30322.66385,30322.66385,30322.66385,636271.7952,909999.7071,516879.8336,433887.8603,262079.9156,529983.8294,582399.8125,304303.9021,262079.9156,481935.8449,481935.8449,362543.8833,619701.6602,488121.1707,1071036.888,1141779.086,547544.6176,697518.0787,169686.2016,145226.9293,116181.5434,111595.4299,174272.3151,140640.8157,122296.3615,145226.9293,174272.3151,203317.701,157456.5654,134525.9976,186501.9513,64205.58978,169686.2016,174272.3151,186501.9513,360774.2664,99365.79371,185443.7345,116090.7931,150767.2638,185443.7345,93475.70357,93475.70357,162828.6449,134182.8648,138705.8827,134182.8648,128152.1742,346764.7068,150767.2638,168859.3355,226150.8957,156797.9544,58799.23289,185443.7345,128152.1742,162828.6449,179413.0439,110060.1026,238212.2768,64829.92344,318118.9267,287819.773,499279.1981,380333.2715,486062.984,140972.95,734234.1148,468441.3653,334810.7564,698990.8773,593261.1648,493405.3252,199711.6792,276072.0272,311315.2647,380333.2715,339216.161,287819.773,246702.6626,422918.8501,3104341.837,5539062.162,511026.9439,53417.42716,35102.88071,47312.57834,64100.9126,70205.76141,64100.9126,93098.94448,70205.76141,41207.72953,57996.06378,64100.9126,47312.57834,109887.2787,190776.5256,105308.6421,57996.06378,41207.72953,93098.94448,57996.06378,76310.61023,64100.9126,298773.3234,274751.3477,852780.1392,100592.0235,100592.0235,129118.1197,169655.2038,216197.7818,310784.3113,234214.2636,258236.2393,157644.2159,199682.6734,240219.7575,234214.2636,240219.7575,228208.7697,222203.2757,187671.6856,169655.2038,135123.6136,111101.6379,262740.3598,193677.1795,228208.7697,187671.6856,136011.0551,153751.6275,153751.6275,70962.28962,141924.5792,159665.1517,124184.0068,205494.9637,430208.8808,138800.0896,247094.665,247094.665,636039.971,395046.4088,240993.5621,240993.5621,257771.595,166255.0524,201336.3937,384369.4789,120496.7811,344712.3104,280650.7306,240993.5621,24258.13108,47000.12896,116742.2558,92484.12473,69742.12685,98548.6575,63677.59408,92484.12473,92484.12473,59129.1945,59129.1945,59129.1945,59129.1945,75806.65962,59129.1945,104613.1903,104613.1903,59129.1945,92484.12473,81871.19239,87935.72516,69742.12685,59129.1945,442359.4363,384988.5879,333656.7762,247600.5036,311010.3886,190229.6552,247600.5036,229483.3936,218915.0794,442359.4363,224954.1161,161544.231,304971.352,362342.2003,247600.5036,253639.5402,218915.0794,315539.6661,372910.5145,264207.8544,424242.3262,218915.0794,241561.4669,178151.5818,235522.4302,448398.4729,206837.006,585786.5572,946618.9984,24495169.07,64247.60054,57979.54195,53278.49801,70515.65913,47010.43942,75216.70307,47010.43942,64247.60054,40742.38083,81484.76166,64247.60054,47010.43942,53278.49801,81484.76166,47010.43942,53278.49801,144165.3476,47010.43942,36041.33689,29773.2783,137128.1243,49599.53432,24799.76716,30635.00649,37929.05566,18964.52783,43764.29499,49599.53432,24799.76716,24799.76716,451002.8962,155828.2432,214263.8344,167815.0311,64428.98517,139346.4098,190290.2585,283187.865,385190.4713,436751.4005,535323.7652,294200.5962,506510.3048,172880.7627,253255.1524,298750.09,195628.2315,1454321.504,339695.5338,185012.7461,570203.2174,253255.1524,638445.6237,339695.5338,213826.2065,310882.0733,2366705.43,63556.02818,98360.51981,139217.9665,394955.318,93820.80351,214879.9048,169482.7418,151323.8766,309788.7406,251981.2723,164528.9484,186762.59,1448151.194,379454.1512,111168.2084,180833.6189,257910.2434,228265.3878,280143.885,140813.0639,385383.1223,351291.5384,134884.0928,280143.885,345362.5673,240123.33,114999.0719,46907.51618,80196.72121,57499.53596,396444.169,104407.0521,114999.0719,69604.70143,98354.46941,80196.72121,92301.88667,69604.70143,114999.0719,52960.09891,684039.9847,1010050.531,496292.84,135352.5927,515213.0949,100422.8914,521034.7118,29399.62978,52609.86381,23210.23403,23210.23403,23210.23403,41778.42126,35589.02552,23210.23403
1,33999.286834499995,33999.286834499995,33999.286834499995,33999.286834499995,33999.286834499995,17738.75835225,29564.59725375,23651.677803,29564.59725375,17738.75835225,29564.59725375,17738.75835225,45825.125736,33999.286834499995,23651.677803,17738.75835225,29564.59725375,17738.75835225,23651.677803,29564.59725375,29564.59725375,29564.59725375,620365.00032,887249.7144225,503957.83776,423040.6637925,255527.91771,516734.233665,567839.8171875,296696.3045475,255527.91771,469887.4487775,469887.4487775,353480.2862175,604209.1186950001,475918.1414325,1044260.9658,1113234.60885,533856.00216,680080.1267324999,165444.04656,141596.25606749998,113277.004815,108805.5441525,169915.5072225,137124.7953075,119238.95246249999,141596.25606749998,169915.5072225,198234.758475,153520.151265,131162.84766,181839.40251749998,62600.4500355,165444.04656,169915.5072225,181839.40251749998,351754.90974000003,96881.64886725,180807.64113749997,113188.5232725,146998.08220499998,180807.64113749997,91138.81098075,91138.81098075,158757.9287775,130828.29318000001,135238.23563249997,130828.29318000001,124948.369845,338095.58913,146998.08220499998,164637.8521125,220497.12330749998,152878.00553999998,57329.25206775,180807.64113749997,124948.369845,158757.9287775,174927.71780249997,107308.600035,232256.96988,63209.175354,310165.9535325,280624.278675,486797.21814749995,370824.93971249997,473911.4094,137448.62625,715878.2619299999,456730.3311675,326440.48749,681516.1053675,578429.6356800001,481070.19207,194718.88722,269170.22652,303532.3830825,370824.93971249997,330735.756975,280624.278675,240535.096035,412345.87884749996,3026733.2910749996,5400585.607949999,498251.2703025,52081.991481,34225.30869224999,46129.763881499995,62498.389785,68450.61737475,62498.389785,90771.470868,68450.61737475,40177.536291749995,56546.1621855,62498.389785,46129.763881499995,107140.0967325,186007.11246,102675.92604749999,56546.1621855,40177.536291749995,90771.470868,56546.1621855,74402.84497425001,62498.389785,291303.990315,267882.56400749995,831460.6357199999,98077.22291249999,98077.22291249999,125890.16670749999,165413.823705,210792.837255,303014.7035175,228358.90701,251780.3333175,153703.1105025,194690.606565,234214.2635625,228358.90701,234214.2635625,222503.5504575,216648.1938075,182979.89346,165413.823705,131745.52326000002,108324.0969525,256171.85080499997,188835.2500125,222503.5504575,182979.89346,132610.7787225,149907.8368125,149907.8368125,69188.2323795,138376.46472000002,155673.52290749998,121079.40663,200357.58960749998,419453.65878,135330.08736,240917.298375,240917.298375,620138.971725,385170.24857999996,234968.7230475,234968.7230475,251327.30512499998,162098.67609,196302.9838575,374760.2419275,117484.36157249998,336094.50264,273634.462335,234968.7230475,23651.677803,45825.125736,113823.69940499999,90172.02161175,67998.57367874999,96084.9410625,62085.654228,90172.02161175,90172.02161175,57650.964637499994,57650.964637499994,57650.964637499994,57650.964637499994,73911.4931295,57650.964637499994,101997.8605425,101997.8605425,57650.964637499994,90172.02161175,79824.41258024999,85737.332031,67998.57367874999,57650.964637499994,431300.4503925,375363.8732025,325315.356795,241410.49101,303235.128885,185473.91382000002,241410.49101,223746.30876,213442.20241499998,431300.4503925,219330.2631975,157505.625225,297347.0682,353283.64529250003,241410.49101,247298.55169499997,213442.20241499998,307651.1744475,363587.75163749995,257602.65804,413636.268045,213442.20241499998,235522.4302275,173697.792255,229634.369445,437188.5110775,201666.08085,571141.89327,922953.52344,23882789.84325,62641.410526499996,56530.05340125,51946.53555975,68752.76765175,45835.1784345,73336.28549325,45835.1784345,62641.410526499996,39723.82130925,79447.6426185,62641.410526499996,45835.1784345,51946.53555975,79447.6426185,45835.1784345,51946.53555975,140561.21391,45835.1784345,35140.303467749996,29028.9463425,133699.92119249998,48359.545962,24179.772981,29869.131327749998,36980.8292685,18490.41463425,42670.187615250004,48359.545962,24179.772981,24179.772981,439727.82379500003,151932.53712,208907.23854,163619.65532249998,62818.26054075,135862.749555,185533.0020375,276108.168375,375560.70951749996,425832.6154875,521940.67107,286845.58129500004,493847.54718,168558.7436325,246923.77359,291281.33775,190737.52571249998,1417963.4664,331203.145455,180387.4274475,555948.136965,246923.77359,622484.4831075,331203.145455,208480.5513375,303110.02146749996,2307537.7942500003,61967.1274755,95901.50681475,135737.5173375,385081.43505000003,91475.28342225,209507.90717999998,165245.67325499997,147540.779685,302044.022085,245681.74049250002,160415.72469,182093.52525,1411947.4141499999,369967.79742,108389.00319,176312.7784275,251462.487315,222558.75310499998,273140.287875,137292.7373025,375748.5442425,342509.24994,131511.99048,273140.287875,336728.5031175,234120.24675,112124.0951025,45734.8282755,78191.80317975,56062.047561,386533.064775,101796.8757975,112124.0951025,67864.58389425,95895.60767475,78191.80317975,89994.33950325001,67864.58389425,112124.0951025,51636.09643725,666938.9850825,984799.2677249999,483885.51900000003,131968.7778825,502332.7675275,97912.31911499999,508008.84400499996,28664.6390355,51294.617214750004,22629.97817925,22629.97817925,22629.97817925,40733.9607285,34699.299882,22629.97817925
2,33768.0916840254,33768.0916840254,33768.0916840254,33768.0916840254,33768.0916840254,17618.1347954547,29363.5579924245,23490.8463939396,29363.5579924245,17618.1347954547,29363.5579924245,17618.1347954547,45513.5148809952,33768.0916840254,23490.8463939396,17618.1347954547,29363.5579924245,17618.1347954547,23490.8463939396,29363.5579924245,29363.5579924245,29363.5579924245,616146.518317824,881216.416364427,500530.924463232,420163.987278711,253790.327869572,513220.44087607804,563978.506430625,294678.769676577,253790.327869572,466692.214125813,466692.214125813,351076.620271221,600100.496687874,472681.89807075897,1037159.99123256,1105664.6135098198,530225.781345312,675455.581870719,164319.02704339198,140633.40152624098,112506.72118225798,108065.666452263,168760.081773387,136192.346699409,118428.12758575499,140633.40152624098,168760.081773387,196886.76211737,152476.214236398,130270.94029591199,180602.894580381,62174.7669752586,164319.02704339198,168760.081773387,180602.894580381,349362.976353768,96222.85365495269,179578.14917776498,112418.841314247,145998.49524600597,179578.14917776498,90519.0670660809,90519.0670660809,157678.374861813,129938.660786376,134318.61563019897,129938.660786376,124098.72093005398,335796.53912391595,145998.49524600597,163518.314718135,218997.74286900897,151838.435102328,56939.4131536893,179578.14917776498,124098.72093005398,157678.374861813,173738.209321443,106578.901554762,230677.62248481598,62779.3529615928,308056.825048479,278716.03358001,483486.99706409697,368303.33012245497,470688.81181607995,136513.9755915,711010.2897488759,453624.564915561,324220.692175068,676881.795851001,574496.314157376,477798.914763924,193394.798786904,267339.868979664,301468.362877539,368303.33012245497,328486.75382757,278716.03358001,238899.457381962,409541.92687133694,3006151.50469569,5363861.625815939,494863.161664443,51727.833938929194,33992.576593142694,45816.081487105796,62073.400734462,67985.1531766017,62073.400734462,90154.2248660976,67985.1531766017,39904.32904496609,56161.64828263859,62073.400734462,45816.081487105796,106411.54407471899,184742.264095272,101977.729750377,56161.64828263859,39904.32904496609,90154.2248660976,56161.64828263859,73896.9056284251,62073.400734462,289323.123180858,266060.96257224894,825806.7033971039,97410.29779669498,97410.29779669498,125034.11357388899,164289.009703806,209359.44596166597,300954.203533581,226806.066442332,250068.22705094097,152657.929351083,193366.710440358,232621.606570275,226806.066442332,232621.606570275,220990.526314389,215174.98608960898,181735.630184472,164289.009703806,130849.65370183201,107587.49309322299,254429.88221952596,187551.170312415,220990.526314389,181735.630184472,131709.02542718698,148888.463522175,148888.463522175,68717.75239931939,137435.504759904,154614.94295172897,120256.066664916,198995.157998169,416601.373900296,134409.842765952,239279.06074605,239279.06074605,615922.02671727,382551.090889656,233370.935730777,233370.935730777,249618.27945015,160996.405092588,194968.12356726898,372211.872282393,116685.46791380699,333809.060022048,271773.747991122,233370.935730777,23490.8463939396,45513.5148809952,113049.69824904599,89558.8518647901,67536.1833777345,95431.563463275,61663.4717792496,89558.8518647901,89558.8518647901,57258.938077964995,57258.938077964995,57258.938077964995,57258.938077964995,73408.8949762194,57258.938077964995,101304.275090811,101304.275090811,57258.938077964995,89558.8518647901,79281.60657470429,85154.3181731892,67536.1833777345,57258.938077964995,428367.607329831,372811.398864723,323103.212368794,239768.89967113198,301173.13000858197,184212.691206024,239768.89967113198,222224.833860432,211990.79543857797,428367.607329831,217838.81740775701,156434.58697347,295325.10813624,350881.316504511,239768.89967113198,245616.921543474,211990.79543857797,305559.14646125695,361115.35492636496,255850.959965328,410823.541422294,211990.79543857797,233920.877701953,172516.647267666,228072.85573277398,434215.629202173,200294.75150021998,567258.128395764,916677.439480608,23720386.8723159,62215.4489349198,56145.6490381215,51593.2991179437,68285.2488317181,45523.4992211454,72837.5987518959,45523.4992211454,62215.4489349198,39453.6993243471,78907.3986486942,62215.4489349198,45523.4992211454,51593.2991179437,78907.3986486942,45523.4992211454,51593.2991179437,139605.397655412,45523.4992211454,34901.3494041693,28831.549507371,132790.761728391,48030.701049458396,24015.350524729198,29666.0212347213,36729.359629474195,18364.679814737097,42380.0303394663,48030.701049458396,24015.350524729198,24015.350524729198,436737.674593194,150899.39586758398,207486.66931792797,162507.041666307,62391.0963690729,134938.882858026,184271.37762364498,274230.63283004996,373006.89669278095,422936.95370218495,518391.474506724,284895.031342194,490489.38385917596,167412.54417579898,245244.69192958798,289300.62465330004,189440.51053765498,1408321.31482848,328950.96406590595,179160.79294085698,552167.6896336379,245244.69192958798,618251.588622369,328950.96406590595,207062.88358840498,301048.873321521,2291846.5372491,61545.7510086666,95249.37656840969,134814.502219605,382462.88129166,90853.2514949787,208083.25341117597,164122.002676866,146537.50238314198,299990.122734822,244011.104657151,159324.89776210798,180855.28927829998,1402346.1717337798,367452.016397544,107651.957968308,175113.851534193,249752.542401258,221045.353583886,271282.93391745,136359.146688843,373193.454141651,340180.187040408,130617.708944736,271282.93391745,334438.749296301,232528.2290721,111361.651255803,45423.8314432266,77660.0989181277,55680.8256375852,383904.63993452996,101104.657042077,111361.651255803,67403.1047237691,95243.5175425617,77660.0989181277,89382.3779946279,67403.1047237691,111361.651255803,51284.9709814767,662403.799983939,978102.63270447,480595.0974708,131071.39019289901,498916.904708313,97246.515345018,504554.383865766,28469.719490058596,50945.8138176897,22476.094327631097,22476.094327631097,22476.094327631097,40456.9697955462,34463.3446428024,22476.094327631097
3,33538.46866057403,33538.46866057403,33538.46866057403,33538.46866057403,33538.46866057403,17498.33147884561,29163.88579807601,23331.10863846081,29163.88579807601,17498.33147884561,29163.88579807601,17498.33147884561,45204.02297980443,33538.46866057403,23331.10863846081,17498.33147884561,29163.88579807601,17498.33147884561,23331.10863846081,29163.88579807601,29163.88579807601,29163.88579807601,611956.7219932628,875224.1447331489,497127.31417688204,417306.8721652157,252064.5536400589,509730.5418781207,560143.4525868967,292674.95404277625,252064.5536400589,463518.70706975745,463518.70706975745,348689.29925337667,596019.8133103965,469467.6611638778,1030107.3032921785,1098146.0941379531,526620.2460321639,670862.483913998,163201.65765949694,139677.09439586254,111741.67547821863,107330.81992038761,167612.51321732797,135266.238741853,117622.81631817186,139677.09439586254,167612.51321732797,195547.93213497187,151439.3759795905,129385.09790189979,179374.7948972344,61751.97855982684,163201.65765949694,167612.51321732797,179374.7948972344,346987.30811456236,95568.53825009901,178357.01776335618,111654.39319331011,145005.70547833314,178357.01776335618,89903.53741003154,89903.53741003154,156606.16191275266,129055.07789302865,133405.24904391362,129055.07789302865,123254.84962772962,333513.1226578733,145005.70547833314,162406.39017805166,217508.55821749973,150805.93374363214,56552.22514424421,178357.01776335618,123254.84962772962,156606.16191275266,172556.78949805716,105854.16502418961,229109.01465191922,62352.45336145396,305962.03863814933,276820.7645516659,480199.2854840611,365798.8674776223,467488.1278957306,135585.6805574778,706175.4197785836,450539.9178741352,322015.9914682775,672278.9996392142,570589.7392211058,474549.8821435293,192079.71415515305,265521.95787060226,299418.3780099717,365798.8674776223,326253.04390154255,276820.7645516659,237274.94107176465,406757.0417686119,2985709.674463759,5327387.366760391,491498.0921651248,51376.08466814448,33761.42707230933,45504.53213299348,61651.30160946766,67522.85413500082,61651.30160946766,89541.17613700814,67522.85413500082,39632.97960746033,55779.74907431665,61651.30160946766,45504.53213299348,105687.9455750109,183486.01669942413,101284.28118807443,55779.74907431665,39632.97960746033,89541.17613700814,55779.74907431665,73394.40667015182,61651.30160946766,287355.7259432282,264251.7480267577,820191.2178140036,96747.90777167746,96747.90777167746,124183.88160158655,163171.8444378201,207935.80172912666,298907.7149495526,225263.78519052413,248367.76310699456,151619.85543149564,192051.81680936355,231039.77964559713,225263.78519052413,231039.77964559713,219487.79073545116,213711.79618419966,180499.82789921758,163171.8444378201,129959.87605665954,106855.89814018908,252699.75902043318,186275.82235429058,219487.79073545116,180499.82789921758,130813.40405428212,147876.02197022422,147876.02197022422,68250.47168300403,136500.94332753666,153563.56133965723,119438.32541159457,197641.99092378144,413768.484557774,133495.85583514353,237651.96313297685,237651.96313297685,611733.7569355925,379949.7434716063,231784.01336780773,231784.01336780773,247920.87514988898,159901.6295379584,193642.34032701154,369680.8315508727,115892.0067319931,331539.1584138981,269925.68650478235,231784.01336780773,23331.10863846081,45204.02297980443,112280.96030095249,88949.85167210952,67076.9373307659,94782.62883172472,61244.1601711507,88949.85167210952,88949.85167210952,56869.577299034834,56869.577299034834,56869.577299034834,56869.577299034834,72909.71449038111,56869.577299034834,100615.40602019348,100615.40602019348,56869.577299034834,88949.85167210952,78742.4916499963,84575.26880961152,67076.9373307659,56869.577299034834,425454.70759998815,370276.28135244286,320906.1105246862,238138.4711533683,299125.1527245236,182960.04490582304,238138.4711533683,220713.70499018105,210549.25802959566,425454.70759998815,216357.51344938425,155370.8317820504,293316.8974009136,348495.3235522803,238138.4711533683,243946.72647697837,210549.25802959566,303481.3442653204,358659.7705128657,254111.17343756376,408029.9413406224,210549.25802959566,232330.2157335797,171343.5340662459,226521.96031379112,431262.9629235982,198932.74719001848,563400.7731226728,910444.0328921399,23559088.241584152,61792.38388216234,55763.85862466227,51242.46468394168,67820.90913966241,45213.93942644161,72342.303080383,45213.93942644161,61792.38388216234,39185.41416894154,78370.82833788308,61792.38388216234,45213.93942644161,51242.46468394168,78370.82833788308,45213.93942644161,51242.46468394168,138656.0809513552,45213.93942644161,34664.02022822094,28635.494970720876,131887.78454863792,47704.09228232208,23852.04614116104,29464.292290325193,36479.59998399377,18239.799991996886,42091.84613315793,47704.09228232208,23852.04614116104,23852.04614116104,433767.85840596026,149873.27997568442,206075.75996656608,161401.9937829761,61966.8369137632,134021.29845459142,183018.3322558042,272365.86452680564,370470.44979527005,420060.9824170101,514866.4124800783,282957.7451290671,487154.0560489336,166274.13887540356,243577.0280244668,287333.3804056576,188152.31506599893,1398744.7298876462,326714.0975102578,177942.49954885917,548412.9493441292,243577.0280244668,614047.4778197368,326714.0975102578,205654.85598000383,299001.74098293466,2276261.9807958063,61127.23990180767,94601.6808077445,133897.76360451168,379862.1336988767,90235.44938481283,206668.28728798,163005.97305866328,145541.0473669366,297950.1899002252,242351.82914548236,158241.48845732564,179625.47331120755,1392810.2177659902,364953.34268604073,106919.9246541235,173923.0773437605,248054.22511292945,219542.24517951556,269438.20996681135,135431.90449135887,370655.73865348776,337866.9617685332,129729.5085239118,269438.20996681135,332164.56580108614,230947.0371144097,110604.39202726353,45114.94938941266,77132.01024548443,55302.19602324962,381294.0883829752,100417.14537419088,110604.39202726353,66944.76361164748,94595.86162327229,77132.01024548443,88774.57782426443,66944.76361164748,110604.39202726353,50936.23317880266,657899.4541440483,971451.5348020795,477327.0508079986,130180.10473958729,495524.2697562965,96585.23904067186,501123.41405547876,28276.1253975262,50599.382283729414,22323.256886203206,22323.256886203206,22323.256886203206,40181.86240093649,34228.99389923135,22323.256886203206
