block,district,10%_conversion_pv_size,100%_conversion_pv_size,30%_conversion_pv_size,10%_conversion_annual_pv_energy,100%_conversion_annual_pv_energy,30%_conversion_annual_pv_energy,10%_conversion_avg_vehicles_served_daily,100%_conversion_avg_vehicles_served_daily,30%_conversion_avg_vehicles_served_daily,10%_conversion_tot_vehicles_served_yearly,100%_conversion_tot_vehicles_served_yearly,30%_conversion_tot_vehicles_served_yearly
Dhupguri,Jalpaiguri,325,975,470,473006.3724,1419019.117,684039.9847,77,232,111,28156,84812,40807
Jalpaiguri,Jalpaiguri,482,1445,694,701504.8354,2103059.102,1010050.531,114,344,165,41845,125794,60329
Mal,Jalpaiguri,237,707,341,344930.8008,1028970.786,496292.84,56,168,80,20489,61461,29563
Matiali,Jalpaiguri,65,193,93,94601.27449,280893.015,135352.5927,15,45,21,5494,16654,7935
Maynaguri,Jalpaiguri,245,731,354,356574.0346,1063900.487,515213.0949,58,174,84,21195,63553,30685
Nagrakata,Jalpaiguri,49,137,69,71314.80692,199390.3785,100422.8914,11,32,16,4099,11778,5840
Rajganj,Jalpaiguri,249,739,358,362395.6515,1075543.721,521034.7118,58,176,85,21533,64241,31034
