block,district,10%_conversion_pv_size,100%_conversion_pv_size,30%_conversion_pv_size,10%_conversion_annual_pv_energy,100%_conversion_annual_pv_energy,30%_conversion_annual_pv_energy,10%_conversion_avg_vehicles_served_daily,100%_conversion_avg_vehicles_served_daily,30%_conversion_avg_vehicles_served_daily,10%_conversion_tot_vehicles_served_yearly,100%_conversion_tot_vehicles_served_yearly,30%_conversion_tot_vehicles_served_yearly
Binpur-I,Jhargram,12,45,19,18568.1872,69630.7021,29399.6298,2,10,4,956,4000,1584
Binpur-Ii,Jhargram,19,94,34,29399.6298,145450.7999,52609.8638,4,23,8,1584,8543,2976
Gopiballav Pur -Ii,Jhargram,8,38,15,12378.7915,58799.2596,23210.2340,1,9,3,582,3351,1222
Gopiballavpur-I,Jhargram,8,42,15,12378.7915,64988.6553,23210.2340,1,10,3,582,3726,1222
Jambani,Jhargram,8,42,15,12378.7915,64988.6553,23210.2340,1,10,3,582,3726,1222
Jhargram,Jhargram,15,64,27,23210.2340,99030.3319,41778.4213,3,15,6,1222,5764,2339
Nayagram,Jhargram,12,57,23,18568.1872,88198.8893,35589.0255,2,14,5,956,5116,1972
Sankrail-J,Jhargram,8,42,15,12378.7915,64988.6553,23210.2340,1,10,3,582,3726,1222
