block,district,10%_conversion_pv_size,100%_conversion_pv_size,30%_conversion_pv_size,10%_conversion_annual_pv_energy,100%_conversion_annual_pv_energy,30%_conversion_annual_pv_energy,10%_conversion_avg_vehicles_served_daily,100%_conversion_avg_vehicles_served_daily,30%_conversion_avg_vehicles_served_daily,10%_conversion_tot_vehicles_served_yearly,100%_conversion_tot_vehicles_served_yearly,30%_conversion_tot_vehicles_served_yearly
Chopra,Uttar Dinajpur,52,227,92,76875.81376,335592.4947,136011.0551,12,54,21,4433,19925,7983
Goalpokhar Ii,Uttar Dinajpur,60,259,104,88702.86203,382900.6878,153751.6275,14,62,24,5143,22756,9032
Goalpokhar-I,Uttar Dinajpur,60,255,104,88702.86203,376987.1636,153751.6275,14,61,24,5143,22404,9032
Hemtabad,Uttar Dinajpur,28,123,48,41394.66895,181840.8672,70962.28962,6,29,11,2312,10715,4077
Islampur,Uttar Dinajpur,56,242,96,82789.33789,357768.2102,141924.5792,13,58,22,4786,21249,8315
Itahar,Uttar Dinajpur,60,267,108,88702.86203,394727.736,159665.1517,14,64,25,5143,23456,9385
Kaliaganj,Uttar Dinajpur,48,211,84,70962.28962,311938.3981,124184.0068,11,50,19,4077,18511,7263
Karandighi,Uttar Dinajpur,80,358,139,118270.4827,529260.4101,205494.9637,18,86,33,6901,31518,12135
Raiganj,Uttar Dinajpur,163,744,291,240976.1085,1099915.489,430208.8808,39,179,70,14264,65681,25584
