block,district,10%_conversion_pv_size,100%_conversion_pv_size,30%_conversion_pv_size,10%_conversion_annual_pv_energy,100%_conversion_annual_pv_energy,30%_conversion_annual_pv_energy,10%_conversion_avg_vehicles_served_daily,100%_conversion_avg_vehicles_served_daily,30%_conversion_avg_vehicles_served_daily,10%_conversion_tot_vehicles_served_yearly,100%_conversion_tot_vehicles_served_yearly,30%_conversion_tot_vehicles_served_yearly
Alipurduar-I,Alipurduar,340,769,438,481046.9508,1088015.015,619701.6602,78,178,101,28640,64998,36939
Alipurduar-Ii,Alipurduar,268,608,345,379178.1848,860225.1356,488121.1707,61,140,79,22550,51360,29065
Falakata,Alipurduar,591,1334,757,836172.788,1887401.86,1071036.888,136,309,175,49923,112885,63988
Kalchini,Alipurduar,629,1423,807,889936.859,2013322.974,1141779.086,145,329,186,53140,120430,68220
Kumargram,Alipurduar,302,684,387,427282.8798,967753.2775,547544.6176,69,158,89,25422,57806,32639
Madarihat,Alipurduar,387,867,493,547544.6176,1226669.725,697518.0787,89,200,114,32639,73313,41615
